-2678.7009	389	
-2678.2485	406	
-2677.7961	402	
-2677.344	449	
-2676.8916	459	
-2676.4392	409	
-2675.9856	395	
-2675.5332	387	
-2675.0811	408	
-2674.6287	407	
-2674.1765	418	
-2673.7244	415	
-2673.2722	415	
-2672.8201	406	
-2672.3679	413	
-2671.9158	410	
-2671.4636	407	
-2671.0115	405	
-2670.5593	406	
-2670.1074	393	
-2669.6553	408	
-2669.2034	409	
-2668.7515	421	
-2668.2993	389	
-2667.8474	432	
-2667.3955	417	
-2666.9436	405	
-2666.4917	414	
-2666.0398	417	
-2665.5879	410	
-2665.136	404	
-2664.6843	417	
-2664.2324	418	
-2663.7808	425	
-2663.3289	408	
-2662.8772	414	
-2662.4253	406	
-2661.9736	438	
-2661.522	411	
-2661.0703	427	
-2660.6187	417	
-2660.167	5479	
-2659.7153	5904	
-2659.2637	1741	
-2658.8123	851	
-2658.3606	453	
-2657.9092	416	
-2657.4575	430	
-2657.0061	428	
-2656.5544	409	
-2656.103	414	
-2655.6516	413	
-2655.2017	423	
-2654.7502	407	
-2654.2988	413	
-2653.8474	423	
-2653.396	407	
-2652.9448	424	
-2652.4934	422	
-2652.042	402	
-2651.5908	427	
-2651.1394	396	
-2650.6897	432	
-2650.2385	428	
-2649.7874	398	
-2649.3362	416	
-2648.885	409	
-2648.4338	434	
-2647.9827	424	
-2647.5315	406	
-2647.0818	417	
-2646.6309	419	
-2646.1797	423	
-2645.7288	420	
-2645.2776	423	
-2644.8267	417	
-2644.3757	405	
-2643.926	419	
-2643.4751	429	
-2643.0242	411	
-2642.5732	433	
-2642.1223	415	
-2641.6716	418	
-2641.2222	414	
-2640.7712	411	
-2640.3206	418	
-2639.8696	428	
-2639.4189	421	
-2638.9695	436	
-2638.5188	418	
-2638.0681	400	
-2637.6174	428	
-2637.1667	452	
-2636.7175	457	
-2636.2668	434	
-2635.8162	435	
-2635.3655	424	
-2634.9148	435	
-2634.4658	421	
-2634.0151	440	
-2633.5647	446	
-2633.1143	420	
-2632.665	409	
-2632.2146	423	
-2631.7642	422	
-2631.3137	454	
-2630.8647	437	
-2630.4143	429	
-2629.9639	430	
-2629.5134	432	
-2629.0647	403	
-2628.6143	428	
-2628.1638	426	
-2627.7151	421	
-2627.2649	436	
-2626.8145	423	
-2626.3643	427	
-2625.9155	428	
-2625.4653	447	
-2625.0151	437	
-2624.5664	437	
-2624.1162	438	
-2623.666	426	
-2623.2175	440	
-2622.7673	425	
-2622.3171	428	
-2621.8672	434	
-2621.4185	443	
-2620.9685	445	
-2620.5186	451	
-2620.0701	457	
-2619.6201	420	
-2619.1702	425	
-2618.7217	424	
-2618.2717	458	
-2617.8232	432	
-2617.3733	443	
-2616.9233	465	
-2616.4751	442	
-2616.0251	436	
-2615.5754	452	
-2615.1272	433	
-2614.6772	425	
-2614.2275	466	
-2613.7793	430	
-2613.3296	454	
-2612.8813	454	
-2612.4316	436	
-2611.9819	462	
-2611.5339	432	
-2611.0842	442	
-2610.636	435	
-2610.1865	423	
-2609.7368	431	
-2609.2888	438	
-2608.8394	440	
-2608.3911	436	
-2607.9417	437	
-2607.4937	453	
-2607.0442	453	
-2606.5947	461	
-2606.1467	450	
-2605.6975	448	
-2605.2495	447	
-2604.8	443	
-2604.3523	452	
-2603.9028	462	
-2603.4551	449	
-2603.0059	487	
-2602.5579	464	
-2602.1086	456	
-2601.6594	485	
-2601.2117	429	
-2600.7625	450	
-2600.3147	433	
-2599.8655	433	
-2599.418	451	
-2598.9688	426	
-2598.5212	426	
-2598.072	454	
-2597.6245	448	
-2597.1753	459	
-2596.7278	449	
-2596.2788	454	
-2595.8313	446	
-2595.3823	455	
-2594.9348	449	
-2594.4873	448	
-2594.0383	432	
-2593.5908	450	
-2593.1421	474	
-2592.6946	470	
-2592.2456	458	
-2591.7983	451	
-2591.3496	456	
-2590.9021	458	
-2590.4534	428	
-2590.0061	452	
-2589.5588	459	
-2589.1101	453	
-2588.6628	448	
-2588.2141	425	
-2587.7668	444	
-2587.3184	456	
-2586.8711	464	
-2586.4241	460	
-2585.9753	431	
-2585.5283	453	
-2585.0796	457	
-2584.6326	475	
-2584.1855	437	
-2583.7371	439	
-2583.29	465	
-2582.8416	459	
-2582.3945	438	
-2581.9475	474	
-2581.499	444	
-2581.0522	463	
-2580.6052	449	
-2580.157	459	
-2579.71	458	
-2579.2617	445	
-2578.8149	483	
-2578.3682	480	
-2577.9197	460	
-2577.4729	452	
-2577.0261	452	
-2576.5779	403	
-2576.1313	433	
-2575.6846	446	
-2575.2363	431	
-2574.7898	459	
-2574.343	452	
-2573.895	438	
-2573.4482	456	
-2573.0017	461	
-2572.5537	453	
-2572.1072	439	
-2571.6606	432	
-2571.2141	436	
-2570.7661	482	
-2570.3196	462	
-2569.873	445	
-2569.425	432	
-2568.9788	446	
-2568.5322	451	
-2568.0859	401	
-2567.6379	451	
-2567.1917	460	
-2566.7454	474	
-2566.2988	476	
-2565.8511	431	
-2565.4048	447	
-2564.9585	454	
-2564.5122	450	
-2564.0647	461	
-2563.6184	450	
-2563.1721	458	
-2562.7261	467	
-2562.2783	433	
-2561.8323	471	
-2561.386	445	
-2560.9399	451	
-2560.4924	452	
