Wavelength,Intensity
474.9119091782498,2334
474.92040933445367,1468
474.9289094102013,745
474.93740940548383,700
474.94590932029269,695
474.954409154619,707
474.962908908454,708
474.97140858178909,758
474.97990817461539,2519
474.98840768692423,942
474.99690711870682,713
475.00540646995449,703
475.0139057406584,699
475.02240493080996,699
475.03090404040023,726
475.03940306942059,689
475.04790201786233,710
475.0564008857167,697
475.06489967297489,714
475.0733983796282,714
475.08189700566794,702
475.09039555108524,698
475.09889401587145,691
475.10739240001794,693
475.11589070351579,700
475.12438892635635,701
475.13288706853081,699
475.14138513003053,698
475.1498831108467,676
475.15838101097063,712
475.1668788303935,710
475.17537656910673,701
475.1838742271014,702
475.19237180436892,683
475.20086930090054,755
475.20936671668738,740
475.21786405172082,716
475.22636130599221,703
475.23485847949263,714
475.24335557221349,714
475.25185258414592,718
475.26034951528129,697
475.26884636561078,695
475.27734313512582,712
475.28583982381741,713
475.29433643167715,707
475.302832958696,725
475.31132940486538,725
475.31982577017652,699
475.32832205462074,700
475.33681825818923,708
475.34531438087328,705
475.35381042266425,701
475.36230638355323,707
475.37080226353169,689
475.37929806259069,695
475.38779378072155,699
475.39628941791568,710
475.40478497416422,701
475.41328044945851,740
475.4217758437897,717
475.43027115714921,692
475.43876638952827,704
475.447261540918,722
475.45575661130988,718
475.46425160069504,722
475.47274650906485,712
475.48124133641051,717
475.48973608272325,697
475.49823074799446,705
475.5067253322153,699
475.5152198353772,710
475.52371425747123,691
475.53220859848875,691
475.54070285842107,706
475.54919703725932,705
475.55769113499497,688
475.56618515161921,704
475.57467908712329,705
475.5831729414985,705
475.59166671473605,700
475.60016040682729,710
475.60865401776346,705
475.61714754753592,700
475.62564099613581,700
475.63413436355444,697
475.64262764978321,718
475.65112085481314,717
475.65961397863572,708
475.66810702124218,704
475.67659998262377,712
475.68509286277174,716
475.69358566167733,718
475.702078379332,712
475.71057101572683,694
475.71906357085322,686
475.72755604470228,718
475.73604843726554,715
475.74454074853406,718
475.75303297849922,709
475.7615251271522,704
475.77001719448447,709
475.77850918048705,696
475.78700108515136,691
475.79549290846876,701
475.80398465043032,693
475.81247631102747,717
475.82096789025144,711
475.8294593880936,730
475.83795080454507,705
475.84644213959723,710
475.85493339324125,701
475.86342456546856,691
475.8719156562704,720
475.88040666563796,701
475.8888975935626,725
475.89738844003557,705
475.90587920504817,722
475.91436988859158,690
475.92286049065729,707
475.93135101123636,710
475.93984145032022,716
475.9483318079001,732
475.95682208396727,706
475.965312278513,721
475.97380239152864,733
475.98229242300533,689
475.99078237293446,714
475.99927224130738,700
476.00776202811517,712
476.01625173334929,694
476.02474135700106,718
476.03323089906149,683
476.04172035952217,718
476.05020973837412,728
476.05869903560892,711
476.0671882512176,708
476.07567738519151,716
476.08416643752196,719
476.09265540820024,710
476.10114429721762,700
476.10963310456543,711
476.11812183023483,728
476.12661047421727,712
476.1350990365039,723
476.14358751708608,725
476.15207591595509,707
476.16056423310215,726
476.1690524685186,729
476.17754062219575,717
476.18602869412484,704
476.19451668429718,729
476.203004592704,725
476.21149241933671,711
476.21998016418644,740
476.22846782724463,700
476.23695540850241,719
476.24544290795126,694
476.2539303255823,733
476.26241766138691,707
476.27090491535631,727
476.27939208748188,724
476.2878791777548,723
476.29636618616644,719
476.30485311270803,731
476.31333995737094,728
476.3218267201463,710
476.33031340102565,733
476.33880000000011,742
476.34728651706092,714
476.35577295219957,709
476.36425930540713,693
476.37274557667507,711
476.38123176599453,714
476.38971787335686,713
476.39820389875342,713
476.40668984217535,710
476.41517570361412,720
476.423661483061,702
476.43214718050712,723
476.44063279594383,725
476.44911832936253,723
476.45760378075454,729
476.46608915011086,733
476.4745744374232,705
476.48305964268246,732
476.49154476588012,716
476.50002980700748,716
476.5085147660559,719
476.5169996430165,727
476.52548443788066,711
476.53396915063968,715
476.54245378128491,725
476.55093832980754,713
476.55942279619893,727
476.56790718045033,715
476.57639148255305,728
476.58487570249849,687
476.59335984027774,737
476.60184389588227,705
476.61032786930326,712
476.61881176053214,697
476.62729556956003,686
476.63577929637836,702
476.64426294097842,713
476.65274650335147,695
476.66122998348879,713
476.66971338138165,736
476.67819669702152,738
476.68667993039952,714
476.69516308150696,734
476.7036461503352,722
476.71212913687549,729
476.72061204111924,714
476.72909486305764,726
476.737577602682,700
476.74606025998361,715
476.75454283495384,702
476.76302532758393,736
476.77150773786525,727
476.779990065789,729
476.78847231134648,698
476.79695447452906,753
476.805436555328,1800
476.81391855373465,847
476.82240046974027,722
476.83088230333618,705
476.83936405451368,714
476.847845723264,694
476.85632730957855,713
476.86480881344858,719
476.87329023486546,717
476.88177157382034,730
476.89025283030463,700
476.89873400430957,736
476.90721509582659,723
476.91569610484686,724
476.92417703136175,736
476.93265787536257,707
476.94113863684055,721
476.94961931578712,713
476.9580999121934,709
476.96658042605088,719
476.9750608573508,709
476.98354120608445,708
476.99202147224315,712
477.00050165581814,717
477.00898175680078,710
477.01746177518237,719
477.02594171095427,692
477.03442156410773,719
477.04290133463405,722
477.05138102252454,741
477.05986062777049,726
477.06834015036321,732
477.07681959029412,731
477.08529894755441,719
477.09377822213543,718
477.10225741402832,693
477.11073652322472,728
477.1192155497157,709
477.12769449349253,720
477.13617335454671,738
477.14465213286951,740
477.15313082845205,713
477.16160944128586,723
477.17008797136214,729
477.17856641867218,720
477.18704478320734,742
477.19552306495893,717
477.2040012639182,724
477.21247938007662,737
477.22095741342525,720
477.22943536395564,732
477.237913231659,720
477.24639101652656,734
477.25486871854974,707
477.26334633771984,731
477.27182387402809,734
477.28030132746591,693
477.2887786980246,731
477.29725598569547,725
477.30573319046971,732
477.31421031233879,741
477.32268735129389,725
477.33116430732645,702
477.33964118042769,745
477.348117970589,723
477.35659467780164,711
477.36507130205695,741
477.37354784334616,711
477.38202430166069,724
477.39050067699179,713
477.39897696933076,740
477.40745317866907,705
477.41592930499792,747
477.42440534830854,707
477.43288130859236,697
477.44135718584067,725
477.44983298004485,721
477.45830869119607,707
477.46678431928569,723
477.47525986430509,735
477.48373532624566,727
477.4922107050985,746
477.50068600085507,711
477.50916121350673,713
477.51763634304461,734
477.5261113894602,741
477.53458635274478,736
477.54306123288961,727
477.55153602988611,738
477.56001074372551,721
477.56848537439907,733
477.57695992189832,735
477.58543438621433,728
477.59390876733863,707
477.60238306526247,732
477.6108572799771,722
477.61933141147392,703
477.62780545974425,758
477.63627942477927,712
477.64475330657046,735
477.65322710510918,714
477.66170082038661,734
477.67017445239412,717
477.678648001123,711
477.68712146656463,745
477.6955948487103,714
477.70406814755137,726
477.7125413630792,748
477.72101449528492,715
477.72948754416007,724
477.73796050969577,737
477.74643339188356,730
477.75490619071462,724
477.76337890618032,723
477.77185153827196,707
477.7803240869809,717
477.78879655229832,717
477.79726893421582,711
477.80574123272453,723
477.81421344781575,717
477.822685579481,700
477.83115762771132,737
477.83962959249834,735
477.8481014738332,755
477.85657327170713,728
477.86504498611168,766
477.87351661703809,734
477.88198816447772,714
477.89045962842175,745
477.89893100886172,729
477.90740230578882,724
477.91587351919429,748
477.92434464906972,710
477.93281569540613,706
477.94128665819511,742
477.94975753742796,740
477.9582283330958,754
477.96669904519018,718
477.97516967370228,709
477.98364021862352,734
477.99211067994526,727
478.00058105765868,725
478.00905135175515,748
478.01752156222614,744
478.02599168906283,738
478.03446173225666,739
478.04293169179886,721
478.05140156768078,753
478.05987135989386,737
478.06834106842922,738
478.07681069327839,754
478.08528023443267,720
478.09374969188332,741
478.10221906562168,756
478.11068835563913,730
478.11915756192695,733
478.12762668447652,722
478.13609572327908,722
478.14456467832616,747
478.15303354960889,739
478.16150233711863,726
478.1699710408468,833
478.1784396607847,1658
478.18690819692364,867
478.19537664925508,729
478.20384501777016,728
478.2123133024603,735
478.22078150331674,716
478.229249620331,737
478.23771765349431,751
478.24618560279805,961
478.25465346823353,4309
478.26312124979205,5773
478.271588947465,1793
478.28005656124367,1940
478.28852409111937,2274
478.2969915370835,807
478.30545889912742,721
478.31392617724242,734
478.32239337141982,742
478.33086048165103,734
478.33932750792729,729
478.34779445023992,731
478.35626130858049,725
478.36472808293996,755
478.3731947733101,743
478.38166137968187,766
478.39012790204686,723
478.3985943403963,733
478.40706069472145,735
478.41552696501378,735
478.42399315126465,753
478.43245925346531,728
478.44092527160706,747
478.44939120568142,734
478.45785705567954,725
478.46632282159288,728
478.47478850341275,745
478.48325410113046,749
478.49171961473741,760
478.50018504422491,702
478.50865038958426,725
478.51711565080683,733
478.525580827884,748
478.53404592080705,724
478.54251092956736,736
478.55097585415632,730
478.55944069456518,745
478.5679054507853,717
478.576370122808,744
478.58483471062482,745
478.59329921422682,728
478.60176363360557,733
478.61022796875227,750
478.61869221965827,743
478.62715638631505,721
478.6356204687138,732
478.64408446684592,731
478.6525483807028,724
478.66101221027571,734
478.66947595555609,731
478.67793961653518,776
478.6864031932044,756
478.69486668555504,743
478.70333009357853,727
478.71179341726605,755
478.72025665660925,729
478.72871981159915,754
478.73718288222727,733
478.74564586848493,751
478.75410877036336,742
478.76257158785415,743
478.7710343209485,747
478.77949696963776,735
478.78795953391324,746
478.79642201376635,754
478.8048844091885,740
478.81334672017095,718
478.821808946705,759
478.83027108878213,737
478.83873314639362,745
478.84719511953074,744
478.855657008185,735
478.86411881234767,740
478.87258053201009,774
478.88104216716363,736
478.8895037177997,720
478.89796518390943,710
478.90642656548448,743
478.91488786251597,731
478.92334907499537,746
478.931810202914,738
478.94027124626319,740
478.94873220503433,771
478.95719307921871,745
478.96565386880775,722
478.9741145737928,755
478.98257519416507,745
478.99103572991612,745
478.99949618103733,726
479.00795654751983,721
479.016416829355,735
479.02487702653445,741
479.03333713904925,747
479.04179716689089,745
479.05025711005072,751
479.05871696852006,747
479.06717674229037,733
479.07563643135279,730
479.08409603569879,732
479.09255555531985,751
479.1010149902072,744
479.10947434035216,752
479.11793360574615,766
479.12639278638056,725
479.13485188224666,767
479.14331089333587,716
479.15176981963953,752
479.16022866114895,771
479.16868741785561,766
479.17714608975075,740
479.18560467682568,727
479.194063179072,758
479.20252159648078,749
479.21097992904362,748
479.21943817675174,750
479.2278963395965,722
479.23635441756932,737
479.24481241066155,738
479.25327031886457,753
479.2617281421696,763
479.27018588056814,722
479.27864353405147,762
479.28710110261113,1261
479.29555858623826,1034
479.30401598492426,746
479.31247329866062,763
479.32093052743852,735
479.32938767124955,726
479.3378447300849,721
479.34630170393592,746
479.3547585927941,749
479.36321539665062,726
479.37167211549706,747
479.38012874932463,736
479.38858529812472,740
479.39704176188877,717
479.40549814060813,736
479.413954434274,713
479.42241064287788,753
479.4308667664111,759
479.43932280486513,749
479.44777875823121,733
479.45623462650076,743
479.46469040966508,747
479.47314610771571,767
479.48160172064371,735
479.49005724844073,733
479.498512691098,727
479.506968048607,746
479.51542332095886,746
479.52387850814529,723
479.53233361015731,756
